id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price
a4497294,"Clean, quiet, safe 25Min Dwntn NYC",22831759,Ruth,Brooklyn,Flatbush,40.64418,-73.96871,Private room,30,11,2015-10-11,0.11,1,0,0,,80
a1901154,Beautiful bedroom in new doorman bldg.  in Harlem,9871799,Sheldon,Manhattan,Harlem,40.82643,-73.94208,Private room,1,16,2022-11-26,0.37,1,345,7,,115
a18374250,"Cozy, private bdrm",66961768,Duanne,Brooklyn,Bedford-Stuyvesant,40.69284,-73.93779,Private room,30,9,2017-09-19,0.13,1,0,0,,38
a676778209945329666,"Beautiful 1BD Condo in Clinton Hill, Brooklyn",470963698,Alex,Brooklyn,Clinton Hill,40.68174,-73.96049,Entire home/apt,15,8,2023-02-18,1.5,1,179,8,,170
a18236999,Penthouse with private terrace and bath,23269913,Patrick,Brooklyn,Bedford-Stuyvesant,40.68761,-73.92448,Private room,30,5,2017-12-16,0.07,1,0,0,,50
a19466060,your space around Myrtle Ave,17274880,Jangho,Brooklyn,Bedford-Stuyvesant,40.69391,-73.93758,Private room,30,5,2017-12-27,0.07,1,0,0,,35
a6378298,"Well-located Apt in Sunnyside, NYC",33163646,Kyoung,Queens,Sunnyside,40.74365,-73.92481,Entire home/apt,30,72,2018-01-18,0.77,1,0,0,,75
a9361349,400 Sq Ft 1 BR - East Village - Prime Location,48577772,Ben,Manhattan,East Village,40.72776,-73.98926,Entire home/apt,30,6,2017-09-07,0.07,1,0,0,,120
a727490036858067119,"Harlem Spacious Living, Private Bathroom",33906660,Trevor,Manhattan,Harlem,40.82119,-73.94484,Private room,2,8,2023-01-03,1.67,5,90,8,,103
a26159891,Dream home + Best Location. Brooklyn Heights.,10995888,Vasilisa,Brooklyn,Brooklyn Heights,40.69122,-73.99423,Entire home/apt,30,5,2019-05-20,0.09,1,0,0,,310
a53405902,Big Bedroom in the Heart of INWOOD,346849574,Iddelee,Manhattan,Inwood,40.86598,-73.92134,Private room,1,13,2022-12-21,0.91,2,354,12,,50
a9050373,Peaceful & Colorful Brooklyn Oasis Near Park+Train,1393469,Tatiana,Brooklyn,Flatbush,40.6523,-73.9655,Entire home/apt,30,28,2020-02-09,0.33,1,0,0,,95
a16067542,King sized bed in pre war apt,31378,Kristine,Brooklyn,Crown Heights,40.66952,-73.96184,Entire home/apt,30,11,2020-01-04,0.15,2,0,0,,150
a49590052,Great Room Manhattan,400013151,Luke,Manhattan,Kips Bay,40.74327,-73.98146,Private room,1,126,2023-02-25,5.73,3,243,69,,109
a30512304,Sleeps 4 Columbia University 2 Bedroom Apt,5735865,Usquire,Manhattan,Washington Heights,40.85344,-73.92773,Entire home/apt,4,54,2023-01-04,1.05,7,175,15,,65
a54003481,Nice Apt in heart of Manhattan/ 4ppl,57782700,Eduard,Manhattan,Midtown,40.74826,-73.98727,Entire home/apt,1,7,2023-02-17,1.21,7,333,7,,151
a6237443,Amazing location -room  w/ bathroom,32305413,Laurence,Brooklyn,Prospect Heights,40.67422,-73.96759,Private room,2,304,2023-02-23,3.21,1,78,59,,96
a1284776,Modern Apartment in Brownstone Bkln,6989825,Angus,Brooklyn,Gowanus,40.67876,-73.99208,Entire home/apt,5,49,2019-01-02,0.42,1,64,0,,250
a49777208,Coastal Breeze in the Rockaways,148101743,Norma,Queens,Far Rockaway,40.59529,-73.76355,Entire home/apt,4,29,2022-12-17,1.35,1,337,14,,170
a12370347,Super Sunny Room with Fireplace!,116382,Anthony,Brooklyn,Crown Heights,40.66863,-73.94116,Private room,30,130,2023-01-28,1.56,8,277,2,,46
a7871985,Your Perfect Home Away From Home,5577926,Lou,Queens,Astoria,40.7562,-73.91162,Entire home/apt,30,7,2019-03-19,0.08,3,0,0,,60
a46603440,private room in Crown heights,215488365,Anna,Brooklyn,Crown Heights,40.67434,-73.92954,Private room,1,13,2022-08-20,1.23,4,77,13,,65
a8404499,Spacious and sunny 1BR w terrasse,6630320,Florie,Brooklyn,Williamsburg,40.71056,-73.95782,Entire home/apt,30,7,2017-07-06,0.08,1,0,0,,150
a25517197,HUGE Soho LOFT 2 Bedrooms 2 Bathrooms,50249843,Na,Manhattan,SoHo,40.7239,-74.00521,Entire home/apt,30,11,2018-10-08,0.19,1,0,0,,495
a4572225,Columbia UWS 1BD Apt-Quiet & Comfy,14768898,Yiyi,Manhattan,Morningside Heights,40.80717,-73.96028,Entire home/apt,30,12,2015-09-08,0.12,1,0,0,,148
a10488505,Chic Spacious 2 bedroom duplex next to Central Pk,5162192,Amy,Manhattan,Upper West Side,40.79821,-73.96382,Entire home/apt,30,11,2021-12-23,0.13,15,322,0,,275
a591807438082548675,A second home for your travel.,451463218,Ernest,Manhattan,Washington Heights,40.85397,-73.937943,Private room,3,33,2023-02-02,2.93,1,145,33,,60
a692931991563879774,Oasis Middle Eastern apartment!,471441645,Bushra,Bronx,Van Nest,40.84408,-73.86753,Entire home/apt,2,18,2023-01-29,2.81,5,278,18,,90
a658612288262009410,Quiet Room (Room C),243656503,Michelle,Queens,Queens Village,40.71354,-73.74287,Private room,2,10,2022-11-07,1.22,4,353,10,,75
a32747283,Airport crash pad,80797299,Georgia,Queens,St. Albans,40.701,-73.76331,Shared room,30,10,2019-10-30,0.24,1,0,0,,20
a724606926451401539,Luxury 2 bedroom in the heart of Park Slope BK,42069602,Tawhid,Brooklyn,South Slope,40.66143,-73.98578,Entire home/apt,1,12,2023-02-26,2.43,3,155,12,,202
a53483189,An artist and creatives retreat,228017415,Boehm,Brooklyn,Bushwick,40.70537,-73.92275,Entire home/apt,1,19,2023-01-27,1.22,1,90,16,,299
a47753857,Near Broadway / King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70457,-74.00536,Private room,1,43,2022-07-24,1.68,101,25,2,,239
a4932714,1 bd Artist Retreat in Brooklyn,25295888,Alanna,Brooklyn,Bedford-Stuyvesant,40.67755,-73.92625,Private room,30,16,2017-09-30,0.18,1,0,0,,48
a29058736,Sunny and Colorful Room in Bushwick,142833006,Cj,Brooklyn,Bushwick,40.70579,-73.92039,Private room,2,43,2023-03-02,0.82,1,32,41,,79
a45480607,Your own apt in a remodeled historic townhouse,153392552,Peter(BROOKE) & Maria,Brooklyn,Bedford-Stuyvesant,40.68702,-73.94115,Entire home/apt,3,113,2023-02-27,3.85,1,17,48,,225
a701422441275305018,"Plant-filled, artsy loft, in Brooklyn",44211580,Steve,Brooklyn,Bushwick,40.70419,-73.92496,Entire home/apt,2,5,2022-12-18,0.96,1,0,5,,195
a35374299,Cozy South Williamsburg Room- Best Location in BK,9843389,Lawrence,Brooklyn,Williamsburg,40.70948,-73.95655,Private room,1,7,2019-08-31,0.15,2,0,0,,50
a9327458,Sunny Bedroom in Park Slope,48410883,Jason,Brooklyn,Gowanus,40.66801,-73.99125,Private room,3,7,2018-04-01,0.08,2,0,0,,45
a51944357,A+ Location (3 Studio APTs Selected at Check-in),348619646,Nomad,Manhattan,Midtown,40.74645,-73.98851,Private room,1,5,2022-04-19,0.4,51,0,4,,1500
a48571590,Ajoupa Empire,50618720,Yvener,Brooklyn,Canarsie,40.63249,-73.88925,Entire home/apt,2,45,2023-01-02,2.01,3,179,17,,140
a43219683,Wall St | Dazzling Room + Financial Dt,336064553,Jose,Manhattan,Financial District,40.70596,-74.00736,Private room,30,6,2022-08-20,0.18,9,31,2,,69
a49566121,Arlo Midtown - King Room,397160899,Arlo,Manhattan,Hell's Kitchen,40.75672,-73.99453,Private room,1,230,2022-11-25,10.65,6,128,14,,199
a47292933,Million dollar view luxurious midtown!,19569903,Tiffany,Manhattan,Chelsea,40.75112,-73.9937,Entire home/apt,2,29,2022-11-08,1.39,5,363,20,,799
a11505981,Sunny Manhattan Studio - perfect for couples,60615372,Katy,Manhattan,Upper East Side,40.78352,-73.94953,Entire home/apt,30,31,2018-01-03,0.38,1,0,0,,135
a19719080,"Kosher, furnished room in Crown Heights!!!",58753715,Avremi And Shmuly,Brooklyn,Crown Heights,40.66831,-73.9469,Private room,30,5,2017-10-23,0.07,1,0,0,,60
a36488148,Cozy & Views FULL Studio Riverdale Bronx,45364265,Yessica,Bronx,Kingsbridge,40.87019,-73.90522,Entire home/apt,7,7,2023-02-28,0.33,1,148,5,,85
a53736776,Beautiful Brooklyn One-Bedroom with City Views,337477879,Kate,Brooklyn,Prospect Heights,40.6734,-73.96465,Entire home/apt,3,26,2023-01-20,1.79,1,0,21,,246
a30429780,GOTHAM  - DOUBLE DOUBLE (Free Breakfast),224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75475,-73.99707,Hotel room,1,47,2023-02-20,0.91,28,290,17,,240
a665625928128596408,(Private room) two bedroom apt shared unit space,466611558,Anthony,Queens,Fresh Meadows,40.731633,-73.7840743,Shared room,1,6,2023-01-02,0.99,2,365,6,,115
a9079871,NYCHaven1:,47351539,Jason,Brooklyn,East Flatbush,40.65284,-73.93724,Entire home/apt,30,287,2022-06-25,3.21,3,289,1,,144
a622647238390881096,"Luxurious, full-floor 2 bed, 2 bath NOMAD",458139316,Leo,Manhattan,Midtown,40.74597,-73.98521,Entire home/apt,3,21,2023-02-28,2.5,1,223,21,,995
a27783586,Williamsburg nest with private bathroom,20448671,Kandi,Brooklyn,Williamsburg,40.70957,-73.94176,Private room,2,184,2023-03-04,3.39,2,73,64,,75
a25010171,sunshine,159027993,Jixian,Queens,Flushing,40.75992,-73.81072,Private room,30,15,2019-10-14,0.26,2,179,0,,60
a783387491435863626,Fly-inn | Lux 3BR 2BA | 2mins LGA | Sleeps 7,491695460,Prince,Queens,East Elmhurst,40.76689,-73.87127,Entire home/apt,1,7,2023-02-26,7.0,4,294,7,,183
a51193208,Relaxing white 1 bed room for 2,343127628,Uriel,Queens,Glendale,40.70077,-73.89222,Private room,2,34,2022-10-24,1.74,3,296,7,,59
a4841431,Spacious 1BR By Prospect Park,24915465,Oded,Brooklyn,Prospect-Lefferts Gardens,40.66057,-73.95699,Entire home/apt,30,44,2016-05-08,0.44,1,0,0,,139
a35154913,Two Bathroom Suite steps from Central Park,231281049,The Manhattan Club,Manhattan,Midtown,40.76487,-73.98119,Private room,1,394,2023-02-26,8.68,10,351,322,,337
a7254973,BROOKLYN Downtown/Dumbo Loft for 6,1489696,Mike,Brooklyn,Downtown Brooklyn,40.6984,-73.98476,Entire home/apt,30,351,2020-08-10,3.8,1,0,0,,148
a22789917,Private room in colorful Brooklyn neighborhood,44862267,Herman,Brooklyn,Williamsburg,40.70287,-73.93583,Private room,30,35,2019-10-16,0.57,1,0,0,,100
a18188904,Large room in turn of the century mansion,62639334,Melissa,Brooklyn,Crown Heights,40.67808,-73.94937,Private room,10,11,2022-10-06,0.17,1,0,2,,40
a53346294,Entire romantic house,427705801,Xiuzhen,Manhattan,Harlem,40.81454,-73.94249,Entire home/apt,1,12,2022-08-07,0.8,3,154,8,,412
a50921324,Cozy room in Williamsburg,354785010,Gilbert,Brooklyn,Williamsburg,40.70958,-73.95582,Private room,2,92,2023-02-13,4.57,4,89,60,,80
a53633482,Queen Suite Rose Room,227081166,Oceanhill,Brooklyn,Crown Heights,40.67315,-73.92039,Private room,2,18,2022-10-03,1.26,4,67,14,,90
a596512278469794494,"Marvelous  Queen Size & Twin Bed in Elmhurst, NY",440921674,J Ronald,Queens,Elmhurst,40.73235,-73.8855,Shared room,1,7,2022-12-05,0.65,13,342,7,,104
a49481775,Midtown West Private Room-weekly/monthly available,16480700,Eddie&Vlad,Manhattan,Hell's Kitchen,40.76189,-73.99103,Private room,1,16,2022-12-08,0.81,18,106,9,,217
a46047521,"SW, Washer/Dryer, J train Gates Ave 5 min",331579,Marlon,Brooklyn,Bedford-Stuyvesant,40.68762,-73.92304,Private room,4,7,2022-09-27,0.9,3,135,7,,50
a5319431,Beautiful Design studio next to Central Park!,27315132,Stratos,Manhattan,Upper East Side,40.78673,-73.95512,Private room,30,27,2022-07-30,0.28,1,365,1,,120
a625466932553904513,Central 5BR Duplex w/ Patio for 14 guests,26349246,Jose,Brooklyn,Bushwick,40.689358,-73.91954,Entire home/apt,1,61,2023-02-26,6.35,8,290,61,,364
a805846140950463641,Private Bedroom in Sheepsheadbay,8725682,Dogukan,Brooklyn,Sheepshead Bay,40.599888139374855,-73.93638614217627,Private room,1,5,2023-03-03,3.41,2,103,5,,39
a573671,Cozy Home Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95055,Private room,30,48,2022-12-30,0.45,12,340,4,,69
a28250925,"Bright, cozy room in Prospect Heights/Park Slope",73640551,Courtney,Brooklyn,Prospect Heights,40.67859,-73.97183,Private room,30,17,2019-07-28,0.32,2,0,0,,55
a51332325,Warm and Cozy 2-Bedroom Residential Home w/Parking,415733609,Jeremiah & Petra,Queens,Jamaica,40.67721,-73.79503,Entire home/apt,2,46,2023-01-01,2.41,1,180,26,,200
a572518683537352599,Bedroom in the Heart of the Big Apple,280253653,Raquel,Manhattan,East Harlem,40.79342,-73.94962,Private room,3,45,2023-02-14,3.78,2,239,45,,95
a38536490,"Lovely, spacious and quiet place next to park",151273556,Yulia,Brooklyn,Prospect-Lefferts Gardens,40.65607,-73.95715,Entire home/apt,2,6,2021-03-21,0.14,2,0,0,,106
a11522815,Cute 1bd w/balcony E Williamsburg,60753668,Therese,Brooklyn,Williamsburg,40.71885,-73.94171,Entire home/apt,30,41,2018-06-29,0.49,1,0,0,,130
a620919324221630458,Too COOL n stylish New 1BR oasis in Manhattan,47022650,Jillian,Manhattan,East Harlem,40.79349,-73.93378,Entire home/apt,4,8,2022-12-04,1.13,5,365,8,,170
a12114628,"Spacious, Family-Friendly, UWS Duplex w/ Huge Yard",17845933,Amos Rothschild,Manhattan,Upper West Side,40.78686,-73.97202,Entire home/apt,30,6,2020-01-02,0.07,1,0,0,,300
a24186601,Upper East Museum Roads,20367358,Maryse,Manhattan,Upper East Side,40.77463,-73.9458,Entire home/apt,30,10,2022-11-28,0.19,1,325,3,,92
a52920469,VintageGreen 420°,428423827,Tanya,Brooklyn,Columbia St,40.68674,-74.0018,Private room,1,48,2022-12-24,2.93,1,365,37,,90
a50542216,Cozy upper east side apartment,161135042,Val,Manhattan,Upper East Side,40.76231,-73.96092,Entire home/apt,2,39,2022-07-05,1.9,2,0,12,,300
a35463466,Cozy Studio ⭐ Premium Location in the Village!,266800773,Ximena,Manhattan,Greenwich Village,40.72821,-74.00032,Entire home/apt,30,35,2020-07-31,0.77,1,0,0,,249
a36513425,Gallery's House,192380484,Wendy,Queens,Long Island City,40.76196,-73.92787,Private room,2,103,2023-03-06,2.32,1,4,37,,69
a660679787049260741,Urban Sanctuary Clinton Hill!,364844663,Pamela,Brooklyn,Clinton Hill,40.68574103914053,-73.96040551364422,Entire home/apt,7,6,2023-02-24,0.82,5,263,6,,325
a674131522860786939,Plant-filled apt in the heart of the West Village,15356183,Daniel,Manhattan,West Village,40.73263,-74.00506,Entire home/apt,4,7,2023-02-27,1.27,1,44,7,,344
a8423666,"""Bloom of Floral Park"" 1 BR Basement Suite",44361695,Mordeana,Queens,Bellerose,40.73351,-73.71299,Private room,2,77,2022-12-19,0.85,1,270,9,,86
a29858182,Luxury Affordable comfort in the Bronx-Suite 2!,216456504,Annick,Bronx,Wakefield,40.89392,-73.84427,Private room,2,57,2022-11-17,1.08,3,365,6,,90
a16321223,Beautiful spacious Greenpoint Apartment,106816918,Zdzislawa,Brooklyn,Greenpoint,40.72623,-73.94835,Private room,30,37,2017-11-02,0.5,1,0,0,,150
a644879864869000798,PRIVATE BATH & QUEEN BED IN PRIVATE LARGE ROOM! #2,463235374,Christopher,Brooklyn,Bushwick,40.69501,-73.92748,Private room,1,37,2023-02-05,4.2,4,174,37,,75
a21667189,Large Room in Beautiful Plant Filled Artist Duplex,11056171,Sasha,Brooklyn,Bushwick,40.69888,-73.93015,Private room,5,9,2019-12-03,0.14,1,0,0,,37
a633821009078400018,NIGHTLY STAY Sweet Cozy JFK NYC SHOPPING,306024152,Son-Ya,Queens,South Ozone Park,40.67262,-73.79684,Private room,2,10,2022-09-10,1.09,5,0,10,,66
a54162906,Spacious 2 Bedroom Upper West Side Apartment,438952657,Gisele,Manhattan,Washington Heights,40.84072,-73.93907,Entire home/apt,30,6,2023-02-04,0.66,35,279,6,,125
a38910508,New Two Bedroom Midtown West B,142352236,Carolyn,Manhattan,Hell's Kitchen,40.75554,-73.99513,Entire home/apt,30,7,2023-02-03,0.18,5,179,2,,240
a8303074,Two bedroom apt near prospect park,5499953,R Demetre,Brooklyn,Crown Heights,40.67026,-73.95514,Entire home/apt,3,45,2022-09-14,0.5,2,364,10,,325
a18665362,Plant haven in the heart of Lower Manhattan,16976271,Rachel,Manhattan,East Village,40.7244,-73.98127,Private room,2,12,2023-02-19,1.89,1,7,12,,165
a32137481,"Huge Village loft with open office, piano, plants",10476957,Gina,Manhattan,West Village,40.73132,-74.00165,Entire home/apt,30,69,2022-09-05,1.39,1,336,3,,655
a38456362,Brooklyn Private Apartment with 1 King Bed,25171838,Spens,Brooklyn,Flatlands,40.6247,-73.93203,Entire home/apt,1,87,2022-07-27,2.34,1,365,5,,269
a684285085330139081,Lovely second floor Private 1 bedroom apartment,55450195,Francis,Brooklyn,Cypress Hills,40.68350293735803,-73.867455907166,Entire home/apt,3,24,2023-02-20,3.51,3,27,24,,90
a292324,"""True Love"" Room W Private Entrance In Midtown",361254,Kyra,Manhattan,Hell's Kitchen,40.76314,-73.9868,Private room,30,6,2016-01-10,0.05,1,87,0,,80
a4777236,Private floor/entrance/parking in townhouse,3295012,Marc & Farnoosh,Queens,Rego Park,40.72076,-73.8628,Private room,1,45,2022-10-14,0.5,1,89,7,,123
a22058586,Nice and confortable  Room  close to Manhattan!,107953084,Ervita,Brooklyn,Prospect-Lefferts Gardens,40.66234,-73.95273,Private room,3,110,2022-01-02,1.73,4,90,0,,81
a14555269,Spacious bedroom in LES,4825815,Peter,Manhattan,Lower East Side,40.71858,-73.9822,Private room,30,9,2017-05-15,0.11,1,0,0,,95
a573304669180000786,"Private, Lovely and Cozy bedroom in NY",63273681,Robert,Manhattan,Harlem,40.81806,-73.95477,Private room,2,21,2023-01-02,1.93,1,180,21,,93
a742134029199028632,Private Room1 near JFK airport,477160462,Sarbjit,Queens,South Ozone Park,40.669,-73.80133,Private room,1,5,2023-03-04,1.24,2,362,5,,65
a42076501,One-bedroom apartment minutes from JFK and LGA,246481831,Droany,Queens,Ozone Park,40.6822,-73.83824,Entire home/apt,2,38,2022-06-21,1.02,1,0,2,,160
a52637973,Lovely privet room,425779086,Piotr,Queens,Maspeth,40.72271,-73.89372,Private room,1,18,2022-12-11,1.05,2,309,13,,65
a35096173,Like Warm Apple Pie!,264109370,Gabriel,Manhattan,East Harlem,40.78864,-73.94235,Private room,30,17,2019-12-16,0.37,1,0,0,,106
a726323317124742392,Classic & Spacious 1BR Apt. *Great Location*,429781557,Andrea,Brooklyn,Prospect Heights,40.68195,-73.97506,Entire home/apt,2,11,2022-12-28,2.2,2,0,11,,490
a13959538,Luxurious 1 Bedroom Best Location,61391963,Stay With Vibe,Manhattan,Kips Bay,40.74095,-73.98108,Entire home/apt,30,11,2021-01-04,0.16,124,280,0,,159
a52666694,Lovely 1-bedroom rental unit in Manhattan,229950463,George,Manhattan,Hell's Kitchen,40.75443,-73.99614,Entire home/apt,1,13,2022-09-03,0.79,1,0,9,,200
a676171490918086586,Lovely 2-bedroom apartment in Astoria,13321649,Alix,Queens,Ditmars Steinway,40.78066,-73.91433,Entire home/apt,5,8,2023-01-01,1.38,1,201,8,,225
a12079993,Luxury Full Central Park View Apart,35329442,Tanya,Manhattan,Upper West Side,40.79847,-73.96013,Entire home/apt,30,6,2016-12-11,0.07,1,0,0,,380
a27332332,"Cute, clean and convenient place in , Bed-Stuy.",205952285,Angela,Brooklyn,Bedford-Stuyvesant,40.68692,-73.94952,Private room,2,84,2023-01-02,1.51,1,90,26,,85
a767562,Beautiful communal house Bushwick,1949282,Kyla,Brooklyn,Bushwick,40.69405,-73.91107,Private room,30,98,2023-01-20,0.78,5,218,4,,41
a45565875,"Stunning, Spacious Sanctuary & Family Friendly",9962257,Erika & Brett,Brooklyn,Greenpoint,40.72751,-73.95694,Entire home/apt,5,16,2022-12-30,0.58,1,65,9,,702
a19346860,"Comfortable, private room in heart of Brooklyn!",19006966,Cheri,Brooklyn,East Flatbush,40.64845,-73.94417,Private room,3,42,2020-08-12,0.61,1,321,0,,100
a49114361,Spacious & Furnished 1 Bedroom in Heart of NYC,21382844,Imran,Manhattan,Gramercy,40.7367,-73.98407,Entire home/apt,4,34,2023-01-03,1.48,2,0,22,,260
a13684217,Two Bedroom Beauty By the Park,432107,Gigi,Brooklyn,Park Slope,40.67727,-73.97371,Entire home/apt,20,19,2022-08-29,0.24,1,26,3,,180
a53965605,Spacious studio apt in Williamsburg!,420088913,Hershey,Brooklyn,Williamsburg,40.70909,-73.94878,Entire home/apt,2,82,2023-02-22,5.67,13,255,70,,228
a949713,Luxury Duplex Loft w. Private Roof & Amazing Views,1295416,Tal,Brooklyn,Gowanus,40.67406,-73.99575,Entire home/apt,90,32,2019-12-14,0.26,1,83,0,,400
a41749492,Modern Upper East Studio Dream Near Q Train,214596396,Ryan,Manhattan,Upper East Side,40.77129,-73.95342,Entire home/apt,30,10,2022-02-28,0.26,1,180,0,,120
a40925588,THE LINCOLN SUITES BROOKLYN - 590,130777278,Lincoln Suites,Brooklyn,Crown Heights,40.67036,-73.95812,Entire home/apt,2,100,2023-02-16,4.55,3,277,52,,141
a684634229190021754,PRIVATE ROOM IN HIP BUSHWICK,472893117,Yesica,Brooklyn,Bushwick,40.6914,-73.90543,Private room,1,46,2023-03-01,6.39,3,90,46,,74
a6422511,My Little Guest Apartment,493949425,Robert,Queens,Flushing,40.75385,-73.81984,Private room,2,314,2023-01-19,3.31,1,51,49,,99
a49946969,NYC Style Superior Family Studio,341752262,Henry,Manhattan,Chelsea,40.7483,-73.98891,Entire home/apt,1,491,2023-02-18,22.73,13,157,238,,991
a5247202,JUST-RENOVATED: gem-like UES writer's studio,172672,Tara,Manhattan,Upper East Side,40.77607,-73.94802,Entire home/apt,30,44,2021-11-20,0.48,1,0,0,,60
a832772,NO PLACE LIKE YOUR NYC HOME! UPPER WEST SIDE 1BDRM,4358812,Scott,Manhattan,Upper West Side,40.77787,-73.97873,Entire home/apt,10,29,2023-01-02,0.23,1,0,1,,225
a733092134560347745,NYC Peaceful Place 12min to LGA Airport &CitiField,240306801,Ander Enterprise,Bronx,Throgs Neck,40.8272829,-73.8259738,Entire home/apt,1,11,2023-02-25,2.29,2,362,11,,153
a43497073,Rockaway Beach Studio! Walk to local hotspots!,24770539,Joe,Queens,Belle Harbor,40.58115,-73.85075,Entire home/apt,1,103,2023-02-12,3.04,1,193,47,,117
a51412408,Flushing/Elmhurst BR#4,295247374,Rafael,Queens,East Elmhurst,40.76124,-73.86912,Private room,1,25,2023-02-28,1.3,7,73,13,,55
a39176548,"Bright, Long-term Pet-Friendly Haven in Park Slope",54294445,Rj,Brooklyn,South Slope,40.66612,-73.99138,Entire home/apt,30,19,2023-02-07,0.47,1,212,7,,250
